Timestamp,Label,Score,Response Time (s)
2025-06-25 22:36:26,Human,-0.026,0.045
2025-06-25 22:36:26,Human,-0.025,0.051
2025-06-25 22:36:26,Human,-0.049,0.073
2025-06-25 22:36:26,Human,-0.036,0.046
2025-06-25 22:36:26,Human,-0.035,0.05
2025-06-25 22:36:26,Human,-0.052,0.077
2025-06-25 22:36:27,Human,-0.030,0.047
2025-06-25 22:36:27,Human,-0.036,0.048
2025-06-25 22:36:27,Human,-0.038,0.047
2025-06-25 22:36:27,Human,-0.030,0.047
2025-06-25 22:36:27,Human,-0.060,0.074
2025-06-25 22:36:27,Human,-0.032,0.05
2025-06-25 22:36:27,Human,-0.029,0.049
2025-06-25 22:36:27,Human,-0.035,0.044
2025-06-25 22:36:27,Human,-0.029,0.048
2025-06-25 22:36:27,Human,-0.060,0.05
2025-06-25 22:36:27,Human,-0.050,0.076
2025-06-25 22:36:27,Human,-0.063,0.046
2025-06-25 22:36:27,Human,-0.052,0.047
2025-06-25 22:36:27,Human,-0.064,0.054
2025-06-25 22:36:28,Human,-0.066,0.077
2025-06-25 22:36:28,Human,-0.045,0.049
2025-06-25 22:36:28,Human,-0.054,0.081
2025-06-25 22:36:28,Human,-0.033,0.049
2025-06-25 22:36:28,Human,-0.043,0.069
2025-06-25 22:36:28,Human,-0.047,0.047
2025-06-25 22:36:28,Human,-0.052,0.052
2025-06-25 22:36:28,Human,-0.048,0.053
2025-06-25 22:36:28,Human,-0.034,0.056
2025-06-25 22:36:28,Human,-0.053,0.048
2025-06-25 22:36:28,Human,-0.061,0.046
2025-06-25 22:36:28,Human,-0.027,0.045
2025-06-25 22:36:28,Human,-0.040,0.047
2025-06-25 22:36:29,Human,-0.028,0.082
2025-06-25 22:36:29,Human,-0.033,0.046
2025-06-25 22:36:29,Human,-0.053,0.053
2025-06-25 22:36:29,Human,-0.017,0.078
2025-06-25 22:36:29,Human,-0.055,0.05
2025-06-25 22:36:29,Human,-0.049,0.076
2025-06-25 22:36:29,Human,-0.041,0.049
2025-06-25 22:36:29,Human,-0.050,0.08
2025-06-25 22:36:29,Human,-0.039,0.075
2025-06-25 22:36:29,Human,-0.047,0.051
2025-06-25 22:36:29,Human,-0.043,0.077
2025-06-25 22:36:29,Human,-0.055,0.08
2025-06-25 22:36:30,Human,-0.044,0.08
2025-06-25 22:36:30,Human,-0.056,0.078
2025-06-25 22:36:30,Human,-0.047,0.073
2025-06-25 22:36:30,Human,-0.059,0.048
2025-06-25 22:36:30,Human,-0.027,0.051
2025-06-25 22:36:30,Human,-0.062,0.07
2025-06-25 22:36:30,Human,-0.070,0.078
2025-06-25 22:36:30,Human,-0.061,0.049
2025-06-25 22:36:30,Human,-0.059,0.07
2025-06-25 22:36:30,Human,-0.053,0.05
2025-06-25 22:36:30,Human,-0.078,0.075
2025-06-25 22:36:30,Human,-0.063,0.051
2025-06-25 22:36:31,Human,-0.044,0.05
2025-06-25 22:36:37,Human,-0.066,6.029
2025-06-25 22:36:37,Human,-0.043,0.074
2025-06-25 22:36:37,Human,-0.043,0.053
2025-06-25 22:36:37,Human,-0.057,0.053
2025-06-25 22:36:37,Human,-0.051,0.073
2025-06-25 22:36:37,Human,-0.068,0.075
2025-06-25 22:36:37,Human,-0.076,0.051
2025-06-25 22:36:37,Human,-0.057,0.08
2025-06-25 22:36:37,Human,-0.053,0.081
2025-06-25 22:36:37,Human,-0.057,0.072
2025-06-25 22:36:37,Human,-0.061,0.049
2025-06-25 22:36:38,Human,-0.044,0.051
2025-06-25 22:36:38,Human,-0.068,0.07
2025-06-25 22:36:38,Human,-0.053,0.049
2025-06-25 22:36:38,Human,-0.065,0.048
2025-06-25 22:36:38,Human,-0.041,0.048
2025-06-25 22:36:38,Human,-0.044,0.05
2025-06-25 22:36:38,Human,-0.029,0.075
2025-06-25 22:36:38,Human,-0.056,0.047
2025-06-25 22:36:38,Human,-0.045,0.048
2025-06-25 22:36:38,Human,-0.047,0.084
2025-06-25 22:36:38,Human,-0.015,0.072
2025-06-25 22:36:38,Human,-0.044,0.078
2025-06-25 22:36:39,Human,-0.040,0.074
2025-06-25 22:36:39,Human,-0.026,0.084
2025-06-25 22:36:39,Human,-0.016,0.077
2025-06-25 22:36:39,Human,-0.045,0.049
2025-06-25 22:36:39,Human,-0.057,0.047
2025-06-25 22:36:39,Human,-0.044,0.069
2025-06-25 22:36:39,Human,-0.038,0.046
2025-06-25 22:36:39,Human,-0.030,0.086
2025-06-25 22:36:39,Human,-0.041,0.07
2025-06-25 22:36:39,Human,-0.038,0.047
2025-06-25 22:36:39,Human,-0.028,0.081
2025-06-25 22:36:39,Human,-0.035,0.076
2025-06-25 22:36:40,Human,-0.008,0.046
2025-06-25 22:36:40,Human,-0.009,0.05
2025-06-25 22:36:40,Human,-0.052,0.048
2025-06-25 22:36:40,Human,-0.042,0.075
2025-06-25 22:36:40,Human,-0.029,0.047
2025-06-25 22:36:40,Human,-0.059,0.085
2025-06-25 22:36:40,Human,-0.024,0.07
2025-06-25 22:36:40,Human,-0.053,0.076
2025-06-25 22:36:40,Human,-0.047,0.048
2025-06-25 22:36:40,Human,-0.102,0.072
2025-06-25 22:36:40,Human,-0.069,0.045
2025-06-25 22:36:40,Human,-0.067,0.047
2025-06-25 22:36:46,Human,-0.067,6.006
